Central,Recurso,Punto_de_medición,X_coord,Y_coord,Frecuencia ,Norma_tabla,Parámetro,Fecha,Medición,Observación
Molino,Suelo ,Escombrera_hto_t2_p1,776924,9715410,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Plomo,16/05/2021 9:20,100237,
Molino,Suelo ,Escombrera_hto_t2_p1,776924,9715410,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Vanadio,16/05/2021 9:20,34213,
Molino,Suelo ,Escombrera_l1_p1,778651,9715002,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Aceites y grasas,16/05/2021 14:15,95,
Molino,Suelo ,Escombrera_l1_p1,778651,9715002,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Cobre,16/05/2021 14:15,428586,
Molino,Suelo ,Escombrera_l1_p1,778651,9715002,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos totales de petróleo,16/05/2021 14:15,12555,
Molino,Suelo ,Escombrera_l1_p1,778651,9715002,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Níquel,16/05/2021 14:15,1132734,
Molino,Suelo ,Escombrera_l1_p1,778651,9715002,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,pH,16/05/2021 14:15,7.31,
Molino,Suelo ,Escombrera_l1_p1,778651,9715002,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Plomo,16/05/2021 14:15,29876,
Molino,Suelo ,Escombrera_l1_p1,778651,9715002,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Vanadio,16/05/2021 14:15,34213,
Molino,Suelo ,Escombrera_chimenea_de_equilibrio_p1,776576,9715506,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Aceites y grasas,16/05/2021 8:55,130,
Molino,Suelo ,Escombrera_chimenea_de_equilibrio_p1,776576,9715506,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Cobre,16/05/2021 8:55,53913,
Molino,Suelo ,Escombrera_chimenea_de_equilibrio_p1,776576,9715506,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos_aromáticos_policiclicos,16/05/2021 8:55,47.5,
Molino,Suelo ,Escombrera_chimenea_de_equilibrio_p1,776576,9715506,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos totales de petróleo,16/05/2021 8:55,20.69,
Molino,Suelo ,Escombrera_chimenea_de_equilibrio_p1,776576,9715506,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Níquel,16/05/2021 8:55,1062569,
Molino,Suelo ,Escombrera_chimenea_de_equilibrio_p1,776576,9715506,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,pH,16/05/2021 8:55,7.41,
